CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
15725737,Mosman,669,France,Male,46.0,3,8487.75,0.0,2,Yes,Yes,0
15625047,Yen,846,France,Female,38.0,5,187616.16,0.0,1,Yes,Yes,0
15738191,Maclean,577,France,Male,25.0,3,124508.29,0.0,2,Yes,Yes,0
15736816,Young,756,Germany,Male,36.0,2,170041.95,136815.64,1,Yes,Yes,0
15700772,Nebechi,571,France,Male,44.0,9,38433.35,0.0,2,No,No,0
15728693,Missing Value,574,Germany,Female,38.92207662298689,3,99762.19528900001,141349.43,1,Yes,Yes,0
15656300,Lucciano,411,France,Male,29.0,0,53483.21,59697.17,2,Yes,Yes,0
15589475,Azikiwe,591,Spain,Female,39.0,3,140469.38,0.0,3,No,No,1
15706552,Odinakachukwu,533,France,Male,36.0,7,156731.91,85311.7,1,Yes,Yes,0
15750181,Sanderson,553,Germany,Male,41.0,9,81898.81,110112.54,2,No,No,0
15659428,Maggard,520,Spain,Female,42.0,6,34410.55,0.0,2,Yes,Yes,0
15732963,Clements,722,Spain,Female,29.0,9,142033.07,0.0,2,Yes,Yes,0
15794171,Lombardo,475,France,Female,45.0,0,27822.99,134264.04,1,No,No,1
15788448,Watson,490,Spain,Male,31.0,3,114066.77,145260.23,1,Yes,Yes,0
15729599,Lorenzo,804,Spain,Male,33.0,7,98453.45,76548.6,1,Yes,Yes,0
15717426,Armstrong,850,France,Male,36.0,7,40812.9,0.0,1,Yes,Yes,0
15585768,Cameron,582,Germany,Male,41.0,6,178074.04,70349.48,2,Yes,Yes,0
15619360,Hsiao,472,Spain,Male,40.0,4,70154.22,0.0,1,No,No,0
15738148,Clarke,465,France,Female,51.0,8,181297.65,122522.32,1,No,No,1
15687946,Osborne,556,France,Female,61.0,2,94153.83,117419.35,1,Yes,Yes,0
15755196,Lavine,834,France,Female,49.0,2,194365.76,131394.56,1,No,No,1
15684171,Bianchi,660,Spain,Female,61.0,5,158338.39,155931.11,1,Yes,Yes,0
15754849,Tyler,776,Germany,Female,32.0,4,126517.46,109421.13,2,Yes,Yes,0
15602280,Martin,829,Germany,Female,27.0,9,119708.21,112045.67,1,Yes,Yes,1
15771573,Okagbue,637,Germany,Female,39.0,9,117622.8,137843.8,1,Yes,Yes,1
15766205,Yin,550,Germany,Male,38.0,2,90878.13,103391.38,1,Yes,Yes,0
15771873,Buccho,776,Germany,Female,37.0,2,194099.12,103769.22,2,No,No,0
15616550,Chidiebele,698,Germany,Male,44.0,10,198059.16,116363.37,2,No,No,0
15768193,Trevisani,585,Germany,Male,36.0,5,86424.57,146050.97,2,No,No,0
15683553,O'Brien,788,France,Female,33.0,5,116978.19,0.0,2,No,No,0
15702298,Parkhill,655,Germany,Male,41.0,8,164040.94,125561.97,1,No,No,1
15569590,Yoo,601,Germany,Male,42.0,1,40014.76,98495.72,1,No,No,1
15760861,Phillipps,619,France,Male,43.0,1,113410.49,125211.92,1,Yes,Yes,0
15630053,Tsao,656,France,Male,45.0,5,87107.57,127864.4,1,No,No,0
15647091,Endrizzi,725,Germany,Male,19.0,0,45613.75,75888.2,1,No,No,0
15623944,T'ien,511,Spain,Female,66.0,4,1643.11,0.0,1,No,No,1
15804771,Velazquez,614,France,Male,51.0,4,46775.28,40685.92,1,Yes,Yes,0
15651280,Hunter,742,Germany,Male,35.0,5,84509.57,136857.0,1,No,No,0
15773469,Clark,687,Germany,Female,27.0,9,126494.82,152328.88,2,No,No,0
15702014,Jeffrey,555,Spain,Male,33.0,1,178798.13,56084.69,2,No,No,0
15751208,Pirozzi,684,Spain,Male,56.0,8,99398.36,78707.16,1,Yes,Yes,0
15592461,Jackson,603,Germany,Male,26.0,4,92840.67,109166.37,1,Yes,Yes,0
15789484,Hammond,751,Germany,Female,36.0,6,27758.36,169831.46,2,Yes,Yes,0
15696061,Brownless,581,Germany,Female,34.0,1,110431.51,101633.04,1,No,No,0
15641582,Chibugo,735,Germany,Male,43.0,10,196673.28,123180.01,2,Yes,Yes,0
15638424,Glauert,661,Germany,Female,35.0,5,113656.85,150725.53,2,Yes,Yes,0
15755648,Pisano,675,France,Female,21.0,8,18203.0,98373.26,1,No,No,0
15703793,Konovalova,738,Germany,Male,58.0,2,28373.86,133745.44,4,No,No,1
15620344,McKee,813,France,Male,29.0,6,33953.87,0.0,1,No,No,0
15812518,Palermo,657,Spain,Female,37.0,0,44203.55,163607.18,1,Yes,Yes,0
15779052,Ballard,604,Germany,Female,25.0,5,58426.81,157780.84,2,Yes,Yes,0
15770811,Wallace,519,France,Male,36.0,9,145562.4,0.0,2,Yes,Yes,0
15780961,Cavenagh,735,France,Female,21.0,1,22388.0,178718.19,2,No,No,0
15614049,Hu,664,France,Male,55.0,8,139161.64,0.0,2,Yes,Yes,0
15662085,Read,678,France,Female,32.0,9,148210.64,0.0,1,Yes,Yes,0
15575185,Bushell,757,Spain,Male,33.0,5,194239.63,77253.22,1,Yes,Yes,0
15803136,Postle,416,Germany,Female,41.0,10,98301.61,122189.66,2,No,No,0
15706021,Buley,665,France,Female,34.0,1,171413.66,96645.54,2,No,No,0
15663706,Leonard,777,France,Female,32.0,2,136458.19,0.0,1,No,No,1
15641732,Mills,543,France,Female,36.0,3,26019.59,0.0,2,No,No,0
15701164,Onyeorulu,506,France,Female,34.0,4,159235.29,90307.62,1,Yes,Yes,0
15738751,Beit,493,France,Female,46.0,4,1907.66,0.0,2,No,No,0
15805254,Ndukaku,652,Spain,Female,75.0,10,114675.75,0.0,2,Yes,Yes,0
15762418,Gant,750,Spain,Male,22.0,3,128643.35,121681.82,1,No,No,1
15625759,Rowley,729,France,Male,30.0,9,151869.35,0.0,2,No,No,0
15622897,Sharpe,646,France,Female,46.0,4,93251.42,0.0,3,No,No,1
15767954,Osborne,635,Germany,Female,28.0,3,156791.36,81623.67,2,Yes,Yes,0
15757535,Heap,647,Spain,Female,44.0,5,174205.22,0.0,3,Yes,Yes,1
15731511,Ritchie,808,France,Male,45.0,7,147132.46,118626.55,2,No,No,0
15809248,Cole,524,France,Female,36.0,10,109614.57,0.0,2,No,No,0
15640635,Capon,769,France,Male,29.0,8,172290.61,0.0,2,Yes,Yes,0
15676966,Capon,730,Spain,Male,42.0,4,85982.47,0.0,2,Yes,Yes,0
15699461,Fiorentini,515,Spain,Male,35.0,10,121277.78,176273.95,1,Yes,Yes,0
15738721,Graham,773,Spain,Male,41.0,9,64595.25,102827.44,1,Yes,Yes,0
15693683,Yuille,814,Germany,Male,29.0,8,197276.13,97086.4,2,Yes,Yes,0
15604348,Allard,710,Spain,Male,22.0,8,99645.04,0.0,2,No,No,0
15633059,Fanucci,413,France,Male,34.0,9,6534.18,0.0,2,No,No,0
15808582,Fu,665,France,Female,40.0,6,161848.03,0.0,1,Yes,Yes,0
15743192,Hung,623,France,Female,44.0,6,167162.43,0.0,2,No,No,0
15580146,Hung,738,France,Male,31.0,9,41970.72,82674.15,1,No,No,0
15776605,Bradley,528,Spain,Male,36.0,7,60536.56,0.0,2,No,No,0
15804919,Dunbabin,670,Spain,Female,65.0,1,177655.68,0.0,1,Yes,Yes,1
15613854,Mauldon,622,Spain,Female,46.0,4,30984.59,107073.27,2,Yes,Yes,1
15599195,Stiger,582,Germany,Male,32.0,1,10054.53,88938.62,1,Yes,Yes,0
15812878,Parsons,785,Germany,Female,36.0,2,36976.52,99806.85,1,Yes,Yes,0
15602312,Walkom,605,Spain,Male,33.0,5,71862.79,150092.8,1,No,No,0
15744689,T'ang,479,Germany,Male,35.0,9,99449.86,92833.89,1,No,No,1
15803526,Eremenko,685,Germany,Male,30.0,3,63082.88,90536.81,1,Yes,Yes,0
15665790,Rowntree,538,Germany,Male,39.0,7,27231.26,108055.1,2,No,No,0
15715951,Thorpe,562,France,Male,42.0,2,86797.41,100238.35,1,No,No,0
15591100,Chiemela,675,Spain,Male,36.0,9,22994.32,106190.55,1,Yes,Yes,0
15609618,Fanucci,721,Germany,Male,28.0,9,101300.94,154475.54,2,Yes,Yes,1
15675522,Ko,628,Germany,Female,30.0,9,74169.13,132351.29,2,Yes,Yes,0
15705512,Welch,668,Germany,Female,37.0,6,115638.29,167864.4,1,No,No,0
15698028,Duncan,506,France,Female,41.0,1,31766.3,0.0,2,No,No,0
15661670,Chidozie,524,Germany,Female,31.0,8,199725.39,107818.63,1,No,No,1
15600781,Wu,699,Germany,Male,34.0,4,120834.48,185173.81,2,No,No,0
15682472,Culbreth,828,France,Male,34.0,8,38131.77,129433.34,2,No,No,0
15580203,Missing Value,674,Spain,Male,38.92207662298689,6,99762.19528900001,120193.42,1,No,No,0
15690673,Cameron,656,France,Female,39.0,6,141069.88,0.0,2,No,No,0
15760085,Calabresi,684,Germany,Female,48.0,10,198129.36,126384.42,1,Yes,Yes,0
15779659,Zetticci,625,France,Female,28.0,3,183646.41,0.0,1,No,No,0
15627360,Fuller,432,France,Male,42.0,9,110265.24,152603.45,1,No,No,1
15671137,MacDonald,549,France,Female,52.0,1,8636.05,0.0,1,Yes,Yes,1
15782688,Piccio,625,Germany,Male,56.0,0,46824.08,148507.24,1,No,No,1
15575492,Kennedy,828,France,Female,41.0,7,171378.77,0.0,2,No,No,0
15591607,Fernie,770,France,Male,24.0,9,167256.35,101827.07,1,No,No,0
15740404,He,758,France,Female,34.0,3,124226.16,0.0,2,Yes,Yes,0
15718369,Kaodilinakachukwu,795,Germany,Female,33.0,9,114935.21,130862.43,1,Yes,Yes,0
15677871,Cocci,687,France,Male,38.0,9,35608.88,122570.87,1,Yes,Yes,0
15642004,Alekseeva,686,France,Male,25.0,1,16459.37,0.0,2,Yes,Yes,0
15712543,Chinweike,789,Germany,Male,39.0,7,124411.08,124828.46,2,Yes,Yes,0
15584518,Arthur,589,Germany,Female,50.0,5,34941.23,144895.05,2,Yes,Yes,0
15802381,Li,461,Germany,Female,34.0,5,167784.28,63663.93,1,Yes,Yes,0
15610156,Ma,637,France,Male,40.0,2,93165.34,133463.1,1,Yes,Yes,0
15594408,Chia,584,Spain,Female,48.0,2,75161.25,213146.2,1,No,No,1
15640905,Vasin,579,Spain,Female,35.0,1,8590.83,129490.36,2,Yes,Yes,1
15698932,Groves,756,Germany,Male,44.0,10,189543.9,137452.09,1,No,No,0
15724944,Tien,663,France,Male,34.0,7,180427.24,0.0,2,Yes,Yes,0
15628145,Forwood,682,France,Female,43.0,5,193318.33,125851.93,1,Yes,Yes,0
15713483,Greeves,793,Spain,Male,52.0,2,159123.82,0.0,1,No,No,1
15612350,Taylor,691,France,Female,31.0,5,126213.84,40915.55,1,No,No,1
15800703,Madukwe,485,Spain,Female,21.0,5,54141.5,113157.22,1,Yes,Yes,0
15705707,Bennelong,635,Spain,Female,29.0,8,141075.51,138296.94,2,No,No,0
15754105,Olisanugo,650,France,Male,37.0,5,24495.03,106967.18,1,No,No,0
15703264,Chukwufumnanya,735,France,Male,44.0,9,74836.34,120681.63,1,No,No,0
15794413,Harris,416,France,Male,32.0,0,878.87,0.0,2,Yes,Yes,0
15650237,Morgan,754,Spain,Female,32.0,7,89520.75,0.0,2,No,No,0
15759618,Alexeeva,535,France,Female,48.0,9,149892.79,0.0,1,No,No,1
15811589,Metcalfe,716,Spain,Male,42.0,8,180800.42,0.0,2,No,No,0
15689044,Humphries,539,France,Male,37.0,2,98646.22,127609.59,1,No,No,0
15709368,Milne,614,France,Female,43.0,6,109041.53,0.0,2,Yes,Yes,0
15679145,Chou,706,Spain,Male,57.0,7,17941.16,0.0,1,No,No,1
15655007,Li,758,France,Female,33.0,7,82996.47,0.0,2,No,No,0
15623595,Clayton,586,Spain,Female,28.0,2,92067.35,0.0,2,Yes,Yes,0
15589975,Maclean,646,France,Female,73.0,6,104719.66,97259.25,1,Yes,Yes,0
15804017,Chigolum,631,Germany,Female,33.0,4,112687.57,123246.7,1,No,No,0
15692132,Wilkinson,717,Spain,Female,22.0,6,84699.56,101060.25,1,Yes,Yes,0
15641122,Wei,684,France,Male,30.0,2,83473.82,0.0,2,No,No,0
15630910,Treacy,800,France,Female,49.0,7,47125.11,108007.36,1,No,No,0
15680772,Hu,721,Spain,Female,36.0,2,106977.8,0.0,2,Yes,Yes,0
15658929,Taverner,683,Spain,Male,29.0,0,55582.54,133702.89,1,No,No,1
15585388,Sherman,660,Germany,Male,31.0,9,139874.43,125189.75,2,Yes,Yes,0
15724623,Taubman,704,Germany,Female,24.0,7,162503.48,113034.22,1,No,No,1
15588537,Robinson,615,Spain,Female,41.0,9,196499.96,109013.23,1,No,No,0
15574692,Pinto,667,Spain,Female,39.0,2,40721.24,0.0,2,No,No,1
15611325,Wood,682,Germany,Male,24.0,9,53134.3,57929.81,2,No,No,0
15587562,Hawkins,484,France,Female,29.0,4,164017.89,130114.39,1,No,No,0
15613172,Sun,628,Germany,Male,27.0,5,155996.96,95826.49,2,No,No,0
15651022,Yost,480,Germany,Male,44.0,10,5472.7,129608.57,1,No,No,1
15586310,Ting,578,France,Male,30.0,4,112187.11,169462.09,1,No,No,0
15625524,Rowe,512,France,Male,40.0,5,146457.83,0.0,2,Yes,Yes,0
15755209,Fu,484,Spain,Female,35.0,7,27286.1,133868.21,1,Yes,Yes,0
15645248,Ho,510,France,Female,30.0,0,130553.47,0.0,2,Yes,Yes,0
15790355,Okechukwu,606,Germany,Male,36.0,5,179351.89,190479.48,2,No,No,0
15762615,Campbell,597,Spain,Female,40.0,8,94774.12,101993.12,1,Yes,Yes,0
15625426,Ashbolt,754,Germany,Female,55.0,3,8080.85,161608.81,1,No,No,1
15716334,Rozier,850,Spain,Female,45.0,2,19482.5,122311.21,1,Yes,Yes,0
15789669,Hsia,510,France,Male,65.0,2,48071.61,0.0,2,Yes,Yes,0
15621075,Ogbonnaya,778,Germany,Female,45.0,1,174531.27,162150.42,2,No,No,0
15810845,T'ang,636,France,Male,42.0,2,55470.78,0.0,2,Yes,Yes,0
15719377,Cocci,804,France,Female,50.0,4,8546.87,0.0,1,Yes,Yes,1
15654506,Chang,514,France,Male,32.0,8,95857.18,0.0,2,No,No,0
15771977,T'ao,730,France,Female,39.0,1,194945.8,99010.67,1,No,No,0
15708710,Ford,525,Spain,Female,37.0,0,131521.72,0.0,1,Yes,Yes,0
15726676,Marshall,616,Spain,Male,30.0,5,196108.51,0.0,2,Yes,Yes,0
15587421,Tsai,687,Germany,Female,34.0,7,148564.76,111388.18,2,No,No,0
15726931,Onwumelu,715,France,Female,41.0,8,92982.61,56214.85,2,No,No,1
15771086,Graham,512,France,Female,36.0,3,17675.36,84327.77,2,No,No,0
15756850,Golovanov,479,France,Male,40.0,1,114996.43,0.0,2,No,No,0
15702741,Potts,601,France,Male,32.0,8,86957.42,93012.89,1,No,No,0
15679200,Crawford,580,Spain,Male,29.0,9,128077.8,61710.44,2,No,No,0
15594815,Aleshire,807,France,Male,35.0,3,600.36,174790.15,1,Yes,Yes,0
15635905,Moran,616,Spain,Female,32.0,6,43001.46,0.0,2,Yes,Yes,0
15777892,Samsonova,721,Germany,Male,37.0,3,158591.12,107720.64,1,Yes,Yes,0
15656176,Jenkins,501,France,Male,57.0,10,47847.19,0.0,2,Yes,Yes,0
15811127,Volkov,521,France,Male,35.0,6,10488.44,96423.84,1,No,No,0
15604482,Chiemezie,850,Spain,Male,30.0,2,5978.2,141040.01,1,Yes,Yes,0
15622911,Jude,759,France,Male,42.0,4,121409.06,105420.18,1,Yes,Yes,0
15600974,He,516,Spain,Male,50.0,5,146145.93,0.0,1,Yes,Yes,1
15727868,Onuora,711,France,Female,38.0,2,14374.86,129022.06,2,Yes,Yes,1
15627801,Ginikanwa,512,Spain,Male,33.0,3,94670.77,176666.62,1,No,No,0
15773039,Ku,550,France,Male,37.0,3,179670.31,0.0,1,Yes,Yes,0
15755262,McDonald,608,Spain,Female,41.0,3,199304.74,89763.84,1,No,No,1
15679531,Collins,618,France,Male,34.0,5,151954.39,134954.53,1,Yes,Yes,0
15684181,Hackett,643,France,Male,45.0,5,142513.5,0.0,1,No,No,1
15612087,Dike,671,France,Male,45.0,2,158264.62,106376.85,1,Yes,Yes,0
15752047,Trevisano,689,Germany,Male,33.0,2,169381.9,161814.64,2,No,No,0
15624592,Tan,603,France,Male,31.0,8,169915.02,0.0,2,Yes,Yes,0
15573152,Glassman,620,France,Female,41.0,9,88852.47,0.0,2,No,No,0
15594917,Miller,676,France,Female,34.0,1,40645.81,63095.01,1,Yes,Yes,0
15785542,Kornilova,572,Germany,Male,26.0,4,60427.3,118287.01,2,No,No,0
15723488,Watson,668,Germany,Male,47.0,7,157959.02,106854.21,1,Yes,Yes,1
15680920,Marchesi,695,France,Male,46.0,7,133007.34,49512.55,1,No,No,0
15786308,Millar,730,Spain,Female,33.0,9,176576.62,0.0,2,No,No,0
15659366,Shih,807,France,Male,43.0,1,34888.04,105799.32,2,No,No,1
15774854,Fuller,592,France,Male,54.0,8,28737.71,0.0,1,Yes,Yes,1
15725311,Hay,726,France,Female,31.0,9,98178.57,114722.05,2,Yes,Yes,0
15787155,Yang,514,Spain,Male,30.0,7,125010.24,0.0,1,Yes,Yes,0
15727829,McIntyre,567,France,Male,42.0,2,167984.61,0.0,2,Yes,Yes,0
15733247,Stevenson,850,France,Male,33.0,10,4861.72,0.0,1,No,No,1
15568748,Poole,671,Germany,Male,45.0,6,108872.45,99564.22,1,Yes,Yes,1
15699029,Bagley,670,France,Male,37.0,4,198252.88,170557.91,2,No,No,0
15774393,Ch'ien,694,France,Female,30.0,9,26960.31,0.0,2,Yes,Yes,0
15676895,Cattaneo,547,Germany,Female,39.0,6,85746.52,74596.15,3,Yes,Yes,1
15637753,O'Sullivan,751,Germany,Male,50.0,2,77206.25,96888.39,1,No,No,1
15605461,Lucas,594,Germany,Female,29.0,3,61048.53,130830.22,1,No,No,0
15808473,Ringrose,673,France,Male,72.0,1,111981.19,0.0,2,Yes,Yes,0
15627000,Freeman,610,France,Male,40.0,0,62232.6,0.0,2,No,No,0
15787174,Sergeyev,512,France,Female,37.0,1,156105.03,0.0,2,Yes,Yes,0
15723886,Fiore,767,Germany,Male,20.0,3,150135.38,119714.25,2,Yes,Yes,0
15704769,Smith,585,France,Female,67.0,5,93146.11,113978.97,2,Yes,Yes,0
15772896,Dumetochukwu,763,Germany,Male,42.0,6,33462.94,100160.75,1,No,No,1
15711540,Pacheco,712,France,Female,29.0,2,144375.0,0.0,1,Yes,Yes,0
15764866,Synnot,539,Germany,Female,43.0,3,55803.96,116220.5,3,No,No,1
15794056,Johnston,668,France,Female,46.0,2,89048.46,0.0,3,No,No,1
15795149,Stevens,703,France,Male,28.0,2,162812.16,81173.83,2,Yes,Yes,0
15812009,Grant,662,Spain,Male,38.0,4,136259.65,0.0,2,No,No,0
15651001,Tsao,725,Germany,Female,39.0,5,124052.97,116803.8,1,No,No,0
15813844,Barnes,703,France,Male,37.0,8,74158.8,105961.68,2,Yes,Yes,0
15596175,McIntosh,659,Germany,Male,67.0,6,45071.09,117411.6,1,Yes,Yes,1
15576269,Madison,523,Spain,Male,34.0,7,62030.06,0.0,2,No,No,0
15797219,Ifesinachi,635,France,Female,40.0,10,131953.23,123497.58,1,No,No,1
15685500,Glazkov,772,Germany,Male,26.0,7,79414.0,152400.51,2,No,No,0
15599792,Dimauro,545,France,Female,26.0,1,199638.56,0.0,2,Yes,Yes,0
15657566,Wieck,634,Germany,Male,24.0,8,157577.29,103097.85,1,Yes,Yes,0
15772423,Liao,739,Germany,Male,54.0,8,134420.75,126418.14,1,No,No,1
15628112,Hughes,771,Germany,Female,36.0,5,99805.99,77846.9,1,No,No,0
15753754,Morrison,587,Spain,Female,34.0,1,97932.68,0.0,2,Yes,Yes,0
15793726,Matveyeva,681,France,Female,79.0,0,170968.99,0.0,2,Yes,Yes,0
15694717,Ku,544,Germany,Male,37.0,2,57558.95,79731.91,1,Yes,Yes,0
15665834,Cheatham,696,Spain,Male,28.0,8,176713.47,0.0,1,No,No,0
15765297,Yao,766,Spain,Male,41.0,0,34283.23,0.0,2,Yes,Yes,0
15636684,Kirkland,727,France,Male,34.0,10,198637.34,0.0,2,Yes,Yes,0
15592979,Rose,671,Germany,Female,34.0,6,156917.12,37266.67,2,No,No,0
15750803,Jess,693,France,Female,30.0,6,50457.2,127992.25,1,Yes,Yes,0
15607178,Welch,850,Germany,Male,38.0,3,140075.55,54901.01,1,Yes,Yes,0
15713853,Ifeajuna,732,Germany,Male,42.0,9,65323.11,108748.08,2,Yes,Yes,0
15673481,Morton,726,Spain,Female,48.0,6,64323.24,99906.19,1,No,No,0
15686776,Rossi,557,France,Female,32.0,6,14956.44,184686.41,2,No,No,0
15673693,Reppert,682,France,Female,26.0,0,111879.21,110654.02,1,Yes,Yes,0
15700696,Kang,738,Spain,Male,31.0,9,18606.23,79019.8,1,Yes,Yes,0
15813163,Ch'iu,531,Spain,Female,36.0,9,123137.01,99240.51,1,No,No,0
15653857,Wallis,498,France,Male,34.0,2,148528.24,0.0,2,Yes,Yes,0
15777076,Clark,651,France,Male,36.0,7,13898.31,0.0,2,No,No,0
15717398,Fielding,549,Spain,Female,39.0,7,81259.25,0.0,1,No,No,1
15799217,Zetticci,791,Germany,Female,35.0,7,161051.75,52436.2,1,No,No,0
15787071,Dulhunty,650,Spain,Male,41.0,9,191599.67,0.0,2,Yes,Yes,0
15619955,Bevington,733,Germany,Male,34.0,3,48559.19,100337.96,3,No,No,1
15796505,Boyle,811,Germany,Female,34.0,1,186339.74,149297.19,2,Yes,Yes,0
15725166,Newton,707,France,Male,30.0,8,33159.37,0.0,2,No,No,0
15800116,Bowman,712,Germany,Male,28.0,4,93883.53,145605.44,1,Yes,Yes,0
15758685,Dubinina,706,Spain,Female,37.0,7,110899.3,0.0,2,Yes,Yes,0
15694456,Toscani,756,France,Male,62.0,3,11199.04,0.0,1,Yes,Yes,1
15767339,Chiazagomekpere,777,France,Female,53.0,10,189992.97,0.0,2,No,No,0
15683562,Allen,646,France,Male,35.0,6,164255.69,84026.86,1,Yes,Yes,0
15782210,K'ung,714,France,Male,46.0,1,152167.79,0.0,1,No,No,1
15668893,Wilsmore,782,France,Male,39.0,8,33949.67,0.0,2,Yes,Yes,0
15669169,Hargreaves,775,Spain,Male,29.0,10,68143.93,0.0,2,Yes,Yes,0
15643024,Huang,479,Germany,Male,35.0,4,47251.79,138718.92,1,Yes,Yes,1
15699389,Ch'ien,807,France,Male,42.0,7,25885.72,118274.71,1,Yes,Yes,0
15708608,Wallwork,799,France,Female,22.0,8,192633.85,174185.98,2,Yes,Yes,0
15626144,Chu,675,France,Male,40.0,7,34577.36,113208.86,2,No,No,0
15573112,Kang,602,Spain,Male,29.0,5,161229.84,103907.28,1,No,No,0
15790678,Davidson,475,France,Female,32.0,8,100816.29,119023.28,1,No,No,0
15727556,O'Donnell,744,Spain,Female,26.0,5,181694.44,166297.89,1,Yes,Yes,0
15697307,Nnachetam,588,Spain,Male,34.0,10,79078.91,0.0,2,No,No,0
15652266,Chidiebele,703,Germany,Male,42.0,9,137316.32,63227.0,1,Yes,Yes,0
15607098,Ahmed,747,Spain,Female,41.0,5,194926.86,94521.17,2,No,No,0
15655774,Booth,583,France,Male,27.0,7,51285.49,0.0,2,No,No,0
15590241,Chuang,750,Spain,Female,34.0,9,150401.53,112822.26,1,No,No,1
15785819,Shao,681,France,Male,38.0,3,112491.96,0.0,2,Yes,Yes,0
15723654,Tsao,773,France,Male,25.0,2,73656.38,135903.33,1,No,No,0
15774510,Tien,714,France,Female,31.0,4,106636.89,125169.26,1,Yes,Yes,0
15684173,Chang,687,Spain,Female,44.0,7,155853.52,0.0,3,No,No,1
15650068,Johnson,511,France,Male,58.0,0,162599.51,149117.31,1,Yes,Yes,0
15811490,French,627,France,Male,33.0,5,103737.82,0.0,2,Yes,Yes,0
15803976,Efremov,694,France,Female,31.0,10,160990.27,0.0,2,No,No,0
15682541,Hartley,616,Spain,Female,36.0,6,15462.84,132311.71,1,No,No,0
15695699,Calabrese,687,France,Male,35.0,8,10334.05,0.0,2,No,No,0
15624188,Chiu,712,France,Female,33.0,6,190686.16,0.0,2,Yes,Yes,0
15812191,Brennan,553,France,Male,33.0,4,94440.45,118082.89,1,No,No,0
15636673,Onwuatuegwu,667,France,Male,31.0,1,28257.63,119266.69,1,Yes,Yes,0
15594898,Hewitt,731,France,Male,43.0,2,170034.95,0.0,1,Yes,Yes,1
15660211,Shih,629,Germany,Male,35.0,7,31824.29,156847.29,2,No,No,0
15773972,Balashov,614,France,Male,50.0,4,127166.49,137104.47,1,No,No,1
15746726,Doyle,438,Germany,Male,31.0,8,44937.01,78398.69,1,No,No,0
15712287,Pokrovskii,652,France,Female,80.0,4,188603.07,0.0,2,Yes,Yes,0
15702919,Collins,729,Germany,Male,30.0,6,145111.37,63669.42,1,No,No,0
15674398,Russo,642,France,Male,38.0,3,171463.83,0.0,2,No,No,0
15797960,Skinner,806,Germany,Female,59.0,0,182822.5,135296.33,1,No,No,0
15631868,Robertson,744,Spain,Male,36.0,2,87213.33,153804.44,1,Yes,Yes,0
15581539,Atkinson,474,Spain,Male,37.0,3,57175.32,0.0,2,No,No,0
15662736,Doyle,559,France,Male,49.0,2,120540.83,147069.78,1,No,No,1
15666252,Ritchie,706,Spain,Male,42.0,9,28714.34,0.0,2,Yes,Yes,0
15677512,McEncroe,628,Spain,Female,22.0,3,85426.28,0.0,1,No,No,0
15626114,Pearson,429,France,Male,24.0,4,46170.75,95741.75,1,No,No,0
15810834,Gordon,525,Spain,Female,57.0,2,64448.36,145965.33,1,Yes,Yes,0
15678910,Ts'ai,680,France,Female,30.0,8,16278.97,141441.75,1,Yes,Yes,0
